PREVIOUS,CURRENT
lancement officiel,des festivités
officiel des festivités,du
des festivités du,premier
du premier,événement
premier événement,panafricain
des capitales africaines,de la culture
africaines de la culture,le
de la culture le,Maroc
le Maroc,a
Maroc a,décidé
a décidé,de remplacer
décidé de remplacer,la ville
de remplacer la ville,hôte
Marrakech par Rabat,aton
par Rabat aton,appris
aton appris,auprès
appris auprès,des organisateurs
auprès des organisateurs,«
des organisateurs,Les
Les,autorités
Les autorités,marocaines
ont décidé,de choisir
décidé de choisir,Rabat
de choisir Rabat,en faisant
Rabat en faisant,valoir
en faisant valoir,que
valoir que,ses
que ses,infrastructures
ses infrastructures,étaient
infrastructures étaient,plus
étaient plus,adaptées
plus adaptées,»,
a indiqué,à l’AFP
indiqué à l’AFP,un
à l’AFP un,responsable
un responsable,qui
responsable qui,a
qui a,requis
a requis,l’anonymat
J’ai le,triste
le triste,regret
triste regret,de vous
regret de vous,annoncer
de vous annoncer,qu’il
annoncer qu’il,a
qu’il a,été
a été,décidé
été décidé,pour
décidé pour,des raisons
pour des raisons,incompréhensibles
et après plusieurs mois,de préparation
mois de préparation,intense
de préparation intense,que
intense que,la ville
que la ville,ocre
la ville ocre,se
ocre se,désisterait
se désisterait,au profit
désisterait au profit,de Rabat
a pour sa,part
pour sa part,commenté
part commenté,le
commenté le,président
le président,honoraire
président honoraire,du
honoraire du,comité
du comité,Marrakech
comité Marrakech,2020
le peintre,marocain
peintre marocain,Mahi
marocain Mahi,Binebine
Mahi Binebine,sur sa
Binebine sur sa,page
sur sa page,Facebook
page Facebook,L’artiste
Facebook L’artiste,avait
L’artiste avait,participé
avait participé,la semaine
participé la semaine,dernière
à Paris à la présentation,officielle
à la présentation officielle,de l’événement
officielle de l’événement,par l’organisation
de l’événement par l’organisation,panafricaine
par l’organisation panafricaine,Cités
et gouvernements locaux,Unis
locaux Unis,d’Afrique
Unis d’Afrique,»
d’Afrique,CGLU
CGLU,Afrique
CGLU Afrique,à l’origine
Afrique à l’origine,du
à l’origine du,projet
A Rabat,rien
A Rabat rien,n’est
rien n’est,prêt
n’est prêt,»
Le lancement,des festivités
lancement des festivités,Marrakech
des festivités Marrakech,2020
Marrakech 2020,qui
2020 qui,devaient
qui devaient,débuter
devaient débuter,le
débuter le,31
le 31,janvier
31 janvier,par une
janvier par une,grande
cavalcade de rue,est
de rue est,reporté
est reporté,à une
reporté à une,date
à une date,indéterminée
date indéterminée,car
indéterminée car,«
car,à Rabat
à Rabat,rien
à Rabat rien,n’est
rien n’est,prêt
n’est prêt,»,
a indiqué,la source
indiqué la source,jointe
la source jointe,par l’AFP
jointe par l’AFP,Le
par l’AFP Le,comité
Le comité,d’organisation
comité d’organisation,affilié
d’organisation affilié,au CGLU
affilié au CGLU,Afrique
a reçu,lundi
reçu lundi,une
lundi une,lettre
une lettre,officielle
lettre officielle,demandant
officielle demandant,de délocaliser
demandant de délocaliser,l’événement
de délocaliser l’événement,attribué
l’événement attribué,à Marrakech
il y,a
y a,environ
a environ,deux
environ deux,ans
deux ans,selon cette
ans selon cette,source
Lire aussi,
aussi,L’Afrique
L’Afrique,aura
L’Afrique aura,désormais
aura désormais,ses
désormais ses,capitales
ses capitales,de la culture
La municipalité,de la ville
municipalité de la ville,ocre
de la ville ocre,a
ocre a,ensuite
a ensuite,annoncé
ensuite annoncé,au comité
annoncé au comité,son
au comité son,désistement
profit de Rabat,la capitale
de Rabat la capitale,administrative
la capitale administrative,désignée
administrative désignée,par le
désignée par le,roi
par le roi,Mohammed
roi Mohammed,VI
Mohammed VI,comme
capitale culturelle,du
culturelle du,pays
du pays,il
pays il,y
il y,a
y a,plusieurs
a plusieurs,années
plusieurs années,selon la même
années selon la même,source
La presse,marocaine
presse marocaine,a
marocaine a,fait
a fait,état
fait état,la semaine
état la semaine,dernière
la semaine dernière,d’une
dernière d’une,colère
d’une colère,royale
après une visite,du
visite du,souverain
du souverain,sur des grands
souverain sur des grands,chantiers
sur des grands chantiers,en cours
chantiers en cours,à Marrakech
en cours à Marrakech,en prédisant
à Marrakech en prédisant,que
les retards,et défaillances
retards et défaillances,»
et défaillances,des projets
des projets,provoqueraient
des projets provoqueraient,un
provoqueraient un,séisme
un séisme,administratif
Marrakech la capitale,touristique
la capitale touristique,du
touristique du,royaume
du royaume,a
royaume a,été
a été,désignée
le CGLU,Afrique
CGLU Afrique,comme
Afrique comme,ville
comme ville,pilote
ville pilote,du
pilote du,projet
du projet,Capitales
projet Capitales,africaines
Capitales africaines,de la culture
L’événement triennal,qui
triennal qui,devrait
qui devrait,revenir
devrait revenir,à Kigali
revenir à Kigali,en 2023
à Kigali en 2023,vise
en 2023 vise,à inscrire
vise à inscrire,la culture
à inscrire la culture,au centre
des politiques de développement,des villes
de développement des villes,sur le
des villes sur le,continent
sur le continent,Lancé
continent Lancé,en 2014
Lancé en 2014,le
en 2014 le,projet
le projet,Rabat
capitale culturelle,inclut
culturelle inclut,différents
inclut différents,grands
différents grands,chantiers
grands chantiers,de mise
chantiers de mise,en valeur
de mise en valeur,du
en valeur du,patrimoine
l’organisation d’événements,culturels
d’événements culturels,de prestige
culturels de prestige,comme
de prestige comme,la récente
comme la récente,biennale
la récente biennale,d’art
biennale d’art,contemporain
qui a,réuni
a réuni,plus
réuni plus,de tant
plus de tant,d'utilisateurs
de tant d'utilisateurs,en trois
d'utilisateurs en trois,mois
Promis par Emmanuel,Macron
par Emmanuel Macron,considéré
Macron considéré,comme
considéré comme,«
comme,le
le,chantier
le chantier,culturel
chantier culturel,prioritaire
culturel prioritaire,du
prioritaire du,quinquennat
du quinquennat,»,
présenté comme,«
comme,une
une,clé
une clé,vers la liberté
clé vers la liberté,pour les
vers la liberté pour les,jeunes
pour les jeunes,»
jeunes,par Franck
par Franck,Riester
par Franck Riester,où
Riester où,en est
le Pass,culture
Pass culture,ce
culture ce,projet
ce projet,d’offrir
projet d’offrir,500
d’offrir 500,euros
500 euros,d’offres
euros d’offres,culturelles
d’offres culturelles,aux jeunes
culturelles aux jeunes,âgés
aux jeunes âgés,de 18
âgés de 18,ans
Nous,constatons
Nous constatons,une
constatons une,montée
une montée,en puissance
montée en puissance,tant
en puissance tant,dans l’adhésion
tant dans l’adhésion,des jeunes
dans l’adhésion des jeunes,que
celle des acteurs,culturels
des acteurs culturels,»,
culturels,a
a,tenté
a tenté,de rassurer
tenté de rassurer,mardi
de rassurer mardi,12
mardi 12,novembre
le ministre,de la culture
ministre de la culture,lors de la présentation
de la culture lors de la présentation,du
lors de la présentation du,projet
du projet,de loi
projet de loi,de finances
de loi de finances,2020
de finances 2020,à l’Assemblée
2020 à l’Assemblée,nationale
Derrière ce,satisfecit
ce satisfecit,la réalité
satisfecit la réalité,des chiffres
la réalité des chiffres,montre
des chiffres montre,que
montre que,la généralisation
que la généralisation,du
la généralisation du,dispositif
d’ici à 2022,aux jeunes
à 2022 aux jeunes,d’une
aux jeunes d’une,classe
d’une classe,d’âge
classe d’âge,accédant
d’âge accédant,chaque
accédant chaque,année
chaque année,à la majorité
année à la majorité,est
d’être acquise,et que
acquise et que,les
et que les,conditions
les conditions,financières
conditions financières,de sa
financières de sa,pérennisation
de sa pérennisation,ne
pérennisation ne,sont
ne sont,pas
sont pas,encore
pas encore,réunies
Article réservé,à nos
réservé à nos,abonnés
à nos abonnés,Lire
abonnés Lire,aussi
Lire aussi,
aussi,«
,Les
Les,1825
Les 1825,ans
1825 ans,sont
ans sont,les
sont les,plus
les plus,difficiles
plus difficiles,à capter
difficiles à capter,»
à capter,:
les débuts,en demiteinte
débuts en demiteinte,du
en demiteinte du,Pass
du Pass,culture
Pass culture,dans le
culture dans le,Finistère
Dans les,faits
les faits,l’expérimentation
faits l’expérimentation,de cette
l’expérimentation de cette,application
de cette application,de géolocalisation
application de géolocalisation,des offres
de géolocalisation des offres,culturelles
des offres culturelles,a
culturelles a,été
élargie depuis juin,à quatorze
depuis juin à quatorze,départements
à quatorze départements,contre
départements contre,cinq
contre cinq,depuis février
Sur les,premiers
les premiers,jeunes
premiers jeunes,potentiellement
jeunes potentiellement,concernés
potentiellement concernés,seuls
concernés seuls,31
seuls 31,031
31 031,ont
pour l’heure activé,un
activé un,compte
un compte,et 2
compte et 2,662
et 2 662,acteurs
662 acteurs,culturels
acteurs culturels,y
culturels y,ont
y ont,inscrit
ont inscrit,leurs
inscrit leurs,offres
Quant aux réservations,effectuées
aux réservations effectuées,par les
effectuées par les,utilisateurs
par les utilisateurs,elles
utilisateurs elles,concernent
plus de 45,%
de 45 %,l’achat
% l’achat,de livres
l’achat de livres,pour 13
de livres pour 13,%
pour 13 %,des concerts
% des concerts,et festivals
des concerts et festivals,et pour 11
et festivals et pour 11,%
de la musique en ligne,essentiellement
en ligne essentiellement,des abonnements
essentiellement des abonnements,à la plateforme
des abonnements à la plateforme,Deezer
En moyenne,les
moyenne les,jeunes
les jeunes,ont
jeunes ont,consommé
ont consommé,en quatre
consommé en quatre,mois
en quatre mois,un
mois un,peu
un peu,moins
peu moins,de 100
moins de 100,euros
Le processus,est
processus est,en train
est en train,de décoller
en train de décoller,nous
de décoller nous,visons
nous visons,un
visons un,objectif
un objectif,de 50
objectif de 50,000
de 50 000,comptes
000 comptes,créés
comptes créés,d’ici
la fin de l’année,»,
de l’année,indique
indique,Damien
indique Damien,Cuier
Damien Cuier,haut
Cuier haut,fonctionnaire
haut fonctionnaire,ancien
fonctionnaire ancien,directeur
financier de France,Télévisions
de France Télévisions,et exdirecteur
Télévisions et exdirecteur,général
et exdirecteur général,de la chaîne
général de la chaîne,Numéro
de la chaîne Numéro,23
Numéro 23,nommé
juillet président,de la société
président de la société,par actions
de la société par actions,simplifiées
par actions simplifiées,SAS
simplifiées SAS,Pass
SAS Pass,culture
Les mardis,se
mardis se,ressemblent
se ressemblent,pour TF1
ressemblent pour TF1,qui
pour TF1 qui,programme
qui programme,chaque
programme chaque,semaine
chaque semaine,un
semaine un,volet
un volet,de la saga
volet de la saga,Harry
de la saga Harry,Potter
Mardi soir,le
soir le,cinquième
le cinquième,opus
cinquième opus,L'Ordre
opus L'Ordre,du
L'Ordre du,Phénix
du Phénix,,
Phénix,datant
datant,de 2007
datant de 2007,a
de 2007 a,rassemblé
a rassemblé,687
rassemblé 687,millions
de téléspectateurs pour 274,%
pour 274 %,de part
% de part,d'audience
de part d'audience,PDA
d'audience PDA,soit
PDA soit,à peine
soit à peine,moins
à peine moins,que
moins que,quatrième
que quatrième,volet
la semaine dernière,Et
dernière Et,comme
Et comme,le
comme le,mardi
le mardi,précédent
mardi précédent,seule
précédent seule,la série
seule la série,Tandem
la série Tandem,de France
Tandem de France,3
a pu,rivaliser
pu rivaliser,avec
rivaliser avec,le
avec le,petit
le petit,magicien
petit magicien,de Poudlard
magicien de Poudlard,avec
de Poudlard avec,5
avec 5,millions
5 millions,de fans
millions de fans,177
de fans 177,%
177 %,de PDA
Derrière M,6
M 6,sauve
6 sauve,les
sauve les,meubles
les meubles,avec
meubles avec,la rediffusion
avec la rediffusion,du
la rediffusion du,spectacle
du spectacle,grandeur
spectacle grandeur,nature
grandeur nature,concocté
par les humoristes,Les
humoristes Les,Bodin's
Les Bodin's,qui
Bodin's qui,a
qui a,détendu
a détendu,34
détendu 34,millions
34 millions,de spectateurs
millions de spectateurs,151
de spectateurs 151,%
151 %,de PDA
% de PDA,présents
devant leur petit,écran
Petit score,en revanche
score en revanche,pour France
en revanche pour France,2
pour France 2,dont
2 dont,la spéciale
dont la spéciale,des Pouvoirs
la spéciale des Pouvoirs,extraordinaires
des Pouvoirs extraordinaires,du
extraordinaires du,corps
du corps,humain
corps humain,»
consacrée par Michel,Cymes
par Michel Cymes,aux questions
Cymes aux questions,des Français
aux questions des Français,sur le
des Français sur le,déconfinement
sur le déconfinement,n'a
déconfinement n'a,attiré
n'a attiré,que
attiré que,23
que 23,millions
de curieux et le,3
et le 3,mars
3 mars,dernier
mars dernier,le
dernier le,précédent
le précédent,numéro
précédent numéro,du
numéro du,magazine
du magazine,en avait
magazine en avait,rassemblé
Derrière aucune,chaîne
aucune chaîne,ne
chaîne ne,dépasse
ne dépasse,le
dépasse le,million
le million,de téléspectateurs
million de téléspectateurs,seule
de téléspectateurs seule,NRJ
seule NRJ,12
a réuni,709
réuni 709,000
709 000,curieux
000 curieux,27
curieux 27,%
27 %,de PDA
% de PDA,avec
de PDA avec,The
avec The,Town
The Town,polar
Town polar,réalisé
polar réalisé,et interprété
réalisé et interprété,par Ben
et interprété par Ben,Affleck
Amis Terriens,soyez
Terriens soyez,prêts
soyez prêts,à combattre
prêts à combattre,le
à combattre le,Corona
le Corona,Minus
Corona Minus,En
Minus En,moins
En moins,de 2
moins de 2,minutes
le chanteur,pour enfants
chanteur pour enfants,Guillaume
pour enfants Guillaume,Aldebert
Guillaume Aldebert,fredonne
Aldebert fredonne,joyeusement
fredonne joyeusement,les
joyeusement les,gestes
les gestes,barrière
Ce nouveau,titre
nouveau titre,mis
titre mis,en ligne
mis en ligne,le
en ligne le,10
le 10,mai
10 mai,a
mai a,été
a été,commandé
été commandé,par France
commandé par France,Télévisions
par France Télévisions,pour accompagner
le retour,à l'école
retour à l'école,Pour
à l'école Pour,composer
Pour composer,un
composer un,air
un air,plus
air plus,glamour
plus glamour,et plus
glamour et plus,funky
et plus funky,que
funky que,ce
que ce,Covid19
anxiogène l'artiste,a
l'artiste a,choisi
a choisi,de le
choisi de le,transformer
de le transformer,en monstre
transformer en monstre,débarqué
en monstre débarqué,de Vénus
tout petit,mais
petit mais,très
mais très,dangereux
Les Terriens,sont
Terriens sont,invités
sont invités,à remplir
invités à remplir,une
à remplir une,mission
une mission,Lavezvous
mission Lavezvous,les
Lavezvous les,mains
les mains,évitez
mains évitez,les
évitez les,balades
dans les endroits,bondés
endroits bondés,Sur
bondés Sur,une
Sur une,guitare
une guitare,joyeuse
guitare joyeuse,et dansante
joyeuse et dansante,Guillaume
et dansante Guillaume,Aldebert
Guillaume Aldebert,égrène
nos nouveaux,rituels
nouveaux rituels,obligés
rituels obligés,Tousser
obligés Tousser,dans son
Tousser dans son,coude
dans son coude,garder
coude garder,les
garder les,distances
les distances,rester
distances rester,zen
rester zen,mais
zen mais,arrêter
mais arrêter,les
arrêter les,bisous
les bisous,J'ai
bisous J'ai,voulu
J'ai voulu,dédramatiser
voulu dédramatiser,en faisant
dédramatiser en faisant,passer
en faisant passer,les
passer les,messages
les messages,précis
messages précis,raconte
précis raconte,l'artiste
raconte l'artiste,Pas
l'artiste Pas,facile
Pas facile,d'écrire
facile d'écrire,une
d'écrire une,chanson
une chanson,dans laquelle
chanson dans laquelle,les
dans laquelle les,paroles
les paroles,sont
paroles sont,imposées
Le refrain,fait
refrain fait,un
fait un,clin
un clin,d'oeil
clin d'oeil,à l'origine
d'oeil à l'origine,du
à l'origine du,virus
Nom d'un,petit
d'un petit,pangolin
petit pangolin,je
pangolin je,ne
je ne,sais
ne sais,pas
sais pas,ce
pas ce,qui
ce qui,me
qui me,retient
me retient,d'envoyer
retient d'envoyer,sur Vénus
d'envoyer sur Vénus,ce
sur Vénus ce,satané
ce satané,virus
nom d'une,chauvesouris
d'une chauvesouris,Les
chauvesouris Les,paroles
Les paroles,ont
paroles ont,germé
ont germé,un
germé un,aprèsmidi
un aprèsmidi,en cuisinant
aprèsmidi en cuisinant,une
en cuisinant une,tarte
une tarte,au chocolat
avec ses,enfants
ses enfants,On
enfants On,fredonnait
On fredonnait,Ah
fredonnait Ah,nom
Ah nom,d'un
nom d'un,petit
d'un petit,pangolin
petit pangolin,la chanson
pangolin la chanson,est
la chanson est,née
est née,comme
née comme,ça
Les fans,d'Aldebert
fans d'Aldebert,et
d'Aldebert et,les
et les,autres
les autres,aussi
autres aussi,sont
aussi sont,invités
sont invités,à envoyer
invités à envoyer,sur son
à envoyer sur son,site
une vidéo,rigolote
vidéo rigolote,pour alimenter
rigolote pour alimenter,le
pour alimenter le,clip
le clip,Corona
clip Corona,Minus
Corona Minus,Amusezvous
Minus Amusezvous,dansez
Amusezvous dansez,déguisezvous
On mêlera,ces
mêlera ces,moments
ces moments,aux gestes
moments aux gestes,barrières
aux gestes barrières,Vous
barrières Vous,avez
Vous avez,jusqu'au
avez jusqu'au,jeudi
jusqu'au jeudi,14
jeudi 14,mai
14 mai,pour envoyer
mai pour envoyer,vos
pour envoyer vos,créations
Le clip,collaboratif
clip collaboratif,sera
collaboratif sera,diffusé
sera diffusé,à partir
diffusé à partir,du
à partir du,22
du 22,mai
22 mai,sur les
mai sur les,chaînes
sur les chaînes,du
chaînes du,groupe
du groupe,France
groupe France,Télévisions
Les droits,de Corona
droits de Corona,Minus
de Corona Minus,seront
Minus seront,reversés
seront reversés,à l'association
reversés à l'association,Emmaüs
à l'association Emmaüs,Connect
Emmaüs Connect,qui
Connect qui,oeuvre
qui oeuvre,à l'inclusion
numérique des plus,fragiles
Confiné à la campagne,en famille
L'artiste est,resté
est resté,confiné
resté confiné,avec
confiné avec,son
avec son,épouse
son épouse,et leurs
épouse et leurs,trois
et leurs trois,enfants
trois enfants,de 2
enfants de 2,4
de 2 4,et 7
4 et 7,ans
et 7 ans,dans le
ans dans le,Doubs
près de Besançon Lison,Gabin
Lison Gabin,et Charlie
Gabin et Charlie,vivent
et Charlie vivent,sereinement
vivent sereinement,la présence
sereinement la présence,du
la présence du,Covid19
du Covid19,Mon
Covid19 Mon,épouse
est médecin,généraliste
médecin généraliste,et a
généraliste et a,expliqué
et a expliqué,le
expliqué le,virus
le virus,aux enfants
virus aux enfants,avec
aux enfants avec,des dessins
avec des dessins,sur sa
des dessins sur sa,chaîne
sur sa chaîne,Youtube
Le coeur,net
coeur net,Dans
net Dans,sa
Dans sa,maison
sa maison,à la campagne
maison à la campagne,la famille
à la campagne la famille,a
la famille a,alterné
a alterné,les
alterné les,activités
les activités,comme
activités comme,les
comme les,courses
les courses,d'obstacles
jeux de société,début
de société début,de construction
début de construction,d'un
de construction d'un,Lego
d'un Lego,Star
Lego Star,Wars
Star Wars,de 7000
Wars de 7000,pièces
de 7000 pièces,Et
pièces Et,bien
Et bien,sûr
bien sûr,de la musique
Le chanteur,a
chanteur a,invité
a invité,des amis
invité des amis,à distance
des amis à distance,à re
à distance à re,partager
à re partager,ses
partager ses,textes
ses textes,Les
textes Les,cinq
Les cinq,épisodes
cinq épisodes,de son
Tour à la maison,sur Facebook
à la maison sur Facebook,NDLR
sur Facebook NDLR,en opposition
NDLR en opposition,au tour
en opposition au tour,du
au tour du,monde
du monde,qu'il
monde qu'il,avait
qu'il avait,entamé
avait entamé,pour préparer
son prochain,album
prochain album,sont
album sont,à écouter
sont à écouter,sans modération
à écouter sans modération,Le
sans modération Le,6
Le 6,e
6 e,et dernier
e et dernier,sortira
et dernier sortira,la semaine
sortira la semaine,prochaine
la semaine prochaine,avec
prochaine avec,Clarika
avec Clarika,Mathias
Clarika Mathias,Malzieu
Mathias Malzieu,Louis
Malzieu Louis,Chedid
Ses fils,Charlie
fils Charlie,et Gabin
Charlie et Gabin,présentent
et Gabin présentent,la vidéo
présentent la vidéo,et chantent
la vidéo et chantent,aussi
et chantent aussi,Aldebert
aussi Aldebert,a
Aldebert a,contacté
a contacté,ceux
avec qui,il
qui il,avait
il avait,déjà
avait déjà,travaillé
déjà travaillé,Olivia
travaillé Olivia,Ruiz
Olivia Ruiz,Tryo
Ruiz Tryo,Benabar
Tryo Benabar,Tété
Benabar Tété,Gauvain
Tété Gauvain,Sers
Gauvain Sers,partage
Sers partage,sa
partage sa,Peur
sa Peur,du
Peur du,noir
Sylvain Duthu,la
Duthu la,voix
la voix,de Boulevard
voix de Boulevard,des Airs
de Boulevard des Airs,rend
des Airs rend,hommage
rend hommage,à Maman
hommage à Maman,Noël
à Maman Noël,Claire
Noël Claire,Keim
Claire Keim,revient
Keim revient,fredonner
Les Amoureux,,
Amoureux,devant sa
devant sa,table
devant sa table,à repasser
table à repasser,une
à repasser une,rose
une rose,dans les
rose dans les,cheveux
dans les cheveux,et Archimède
cheveux et Archimède,n'a
et Archimède n'a,pas
n'a pas,manqué
le 1,er
1 er,épisode
er épisode,pour un
épisode pour un,délicieux
pour un délicieux,Taxidermiste
La violoniste,de renommée
violoniste de renommée,internationale
de renommée internationale,Geneviève
internationale Geneviève,Laurenceau
Geneviève Laurenceau,est
Laurenceau est,restée
est restée,confinée
dans une maison,de famille
maison de famille,à GrancampMaisy
de famille à GrancampMaisy,Calvados
à GrancampMaisy Calvados,Elle
Calvados Elle,avait
Elle avait,prévu
avait prévu,de travailler
son répertoire,classique
répertoire classique,quand
classique quand,lui
quand lui,venue
lui venue,cette
venue cette,belle
cette belle,idée
belle idée,de lancer
idée de lancer,un
de lancer un,appel
un appel,aux compositeurs
connus ou,anonymes
ou anonymes,pour qu'ils
anonymes pour qu'ils,écrivent
pour qu'ils écrivent,un
écrivent un,morceau
un morceau,pendant le
morceau pendant le,confinement
Par l'intermédiaire,des réseaux
l'intermédiaire des réseaux,sociaux
des réseaux sociaux,chacun
sociaux chacun,peut
chacun peut,ainsi
peut ainsi,lui
ainsi lui,envoyer
lui envoyer,sa
envoyer sa,partition
à condition qu'elle,soit
qu'elle soit,courte
soit courte,et pour violon
courte et pour violon,seul
et pour violon seul,Et
seul Et,la musicienne
Et la musicienne,l'enregistre
la musicienne l'enregistre,dans la foulée
l'enregistre dans la foulée,!
Je me,suis
me suis,dit
suis dit,que
dit que,cette
que cette,période
cette période,tellement
période tellement,particulière
tellement particulière,devait
particulière devait,être
devait être,l'occasion
être l'occasion,d'être
l'occasion d'être,davantage
dans le présent,Nous
présent Nous,jouons
Nous jouons,toujours
jouons toujours,la musique
toujours la musique,de grands
la musique de grands,compositeurs
de grands compositeurs,classiques
compositeurs classiques,qui
classiques qui,sont
qui sont,morts
Là l'occasion,était
l'occasion était,rêvée
était rêvée,pour partager
rêvée pour partager,ce
pour partager ce,moment
ce moment,intense
moment intense,avec
intense avec,des compositeurs
avec des compositeurs,bien
des compositeurs bien,vivants
Que deviendra,la musique
deviendra la musique,si
la musique si,on
si on,ne
on ne,joue
ne joue,pas
joue pas,les
pas les,compositeurs
les compositeurs,d'aujourd'hui
compositeurs d'aujourd'hui,?
Les pièces,bouleversantes
pièces bouleversantes,de compositeurs
bouleversantes de compositeurs,anonymes
Je me,suis
me suis,rendu
suis rendu,compte
rendu compte,poursuit
compte poursuit,Geeviève
poursuit Geeviève,Laurenceau
Geeviève Laurenceau,qu'il
Laurenceau qu'il,y
qu'il y,avait
y avait,une
avait une,attente
une attente,de tous
les côtés,Un
côtés Un,de mes
Un de mes,étudiants
de mes étudiants,m'a
étudiants m'a,ainsi
m'a ainsi,envoyé
ainsi envoyé,une
envoyé une,très
une très,belle
très belle,partition
belle partition,alors
partition alors,que
alors que,je
que je,ne
je ne,savais
ne savais,même
pas qu'il,composait
qu'il composait,J'en
composait J'en,ai
J'en ai,reçu
ai reçu,une
reçu une,autre
une autre,d'un
autre d'un,musicien
d'un musicien,qui
musicien qui,m'avait
qui m'avait,vue
m'avait vue,en concert
vue en concert,il
en concert il,y
il y,a
y a,quelques
a quelques,années
C'est incroyable,Les
incroyable Les,gens
Les gens,ont
gens ont,ce
ont ce,besoin
ce besoin,de musique
besoin de musique,de partage
de musique de partage,C'est
de partage C'est,une
C'est une,expérience
une expérience,merveilleuse
expérience merveilleuse,qui
merveilleuse qui,va
qui va,bousculer
va bousculer,durablement
bousculer durablement,mon
durablement mon,rapport
mon rapport,à la musique
rapport à la musique,et à mon
à la musique et à mon,métier
et à mon métier,»,
métier,s'enthousiasme
s'enthousiasme,la violoniste
Il faut,dire
faut dire,que
dire que,son
que son,initiative
son initiative,rencontre
initiative rencontre,un
rencontre un,succès
un succès,inattendu
succès inattendu,D'abord
inattendu D'abord,parce
D'abord parce,que
le nombre,d'auditeurs
nombre d'auditeurs,explose
d'auditeurs explose,mais
explose mais,aussi
mais aussi,parce
aussi parce,que
parce que,plusieurs
que plusieurs,compositeurs
plusieurs compositeurs,souvent
compositeurs souvent,anonymes
lui ont,transmis
ont transmis,des pièces
transmis des pièces,qui
des pièces qui,la bouleversent
qui la bouleversent,ellemême
la bouleversent ellemême,J'ai
ellemême J'ai,vraiment
J'ai vraiment,reçu
vraiment reçu,des choses
très belles,émotionnellement
belles émotionnellement,Il
émotionnellement Il,y
Il y,a
y a,de la joie
a de la joie,de la violence
de la joie de la violence,C'est
de la violence C'est,sûr
C'est sûr,que
sûr que,ça
que ça,va
ça va,se
prolonger très,audelà
très audelà,du
audelà du,confinement
du confinement,A tel
confinement A tel,point
A tel point,que
point que,je
que je,songe
je songe,déjà
songe déjà,à un
déjà à un,spectacle
qui intégrera,certains
intégrera certains,des morceaux
certains des morceaux,que
des morceaux que,j'ai
que j'ai,découverts
j'ai découverts,grâce à cette
découverts grâce à cette,expérience
grâce à cette expérience,!
Que fait,un
fait un,scénariste
un scénariste,de BD
scénariste de BD,d'humour
de BD d'humour,pendant le
d'humour pendant le,confinement
Il continue,à essayer
continue à essayer,malgré l'ambiance
à essayer malgré l'ambiance,un
malgré l'ambiance un,peu
un peu,morose
peu morose,de trouver
morose de trouver,des gags
de trouver des gags,et de les
des gags et de les,partager
C'est le,cas
le cas,de Sti
cas de Sti,de son
de Sti de son,vrai
de son vrai,nom
vrai nom,Ronan
nom Ronan,Lefebvre
Ronan Lefebvre,auteur
Lefebvre auteur,à 45
auteur à 45,ans
à 45 ans,de la série
ans de la série,à succès
les Footmaniacs,17
Footmaniacs 17,tomes
17 tomes,chez Bamboo
tomes chez Bamboo,un
chez Bamboo un,million
un million,d'exemplaires
million d'exemplaires,vendus
d'exemplaires vendus,mais
vendus mais,aussi
depuis deux albums,des Profs
albums des Profs,5
des Profs 5,millions
5 millions,d'exemplaires
millions d'exemplaires,en collaboration
d'exemplaires en collaboration,avec
en collaboration avec,leur
avec leur,créateur
leur créateur,Erroc
Confiné au Havre,malade
au Havre malade,quelques
malade quelques,jours
quelques jours,du
jours du,coronavirus
du coronavirus,comme
coronavirus comme,sa
comme sa,compagne
il n'a,pour autant
n'a pour autant,pas
pour autant pas,lâché
pas lâché,le
lâché le,crayon
le crayon,C'est
crayon C'est,un
C'est un,peu
un peu,plus
peu plus,difficile
plus difficile,que
difficile que,d'habitude
Les auteurs,de BD
auteurs de BD,sont
de BD sont,des ours
sont des ours,qui
des ours qui,ont
qui ont,besoin
ont besoin,d'être
besoin d'être,seuls
d'être seuls,Là
seuls Là,avec
Là avec,les
avec les,enfants
les enfants,mon
enfants mon,amie
mon amie,en permanence
à la maison il,y
il y,a
y a,toujours
a toujours,quelqu'un
toujours quelqu'un,pour venir
quelqu'un pour venir,me
pour venir me,parler
me parler,me
parler me,proposer
me proposer,gentiment
proposer gentiment,un
gentiment un,gâteau
un gâteau,plaisantetil
Et je,ne
je ne,peux
ne peux,même
peux même,pas
même pas,sortir
pas sortir,un
sortir un,peu
un peu,pour m'aérer
peu pour m'aérer,trouver
pour m'aérer trouver,de l'inspiration
trouver de l'inspiration,à l'extérieur
Si on,peut
on peut,faire
peut faire,rire
faire rire,les
rire les,gens
les gens,cinq
gens cinq,minutes
A en croire les,sites
les sites,Internet
sites Internet,la source
Internet la source,n'est
la source n'est,pas
n'est pas,complètement
pas complètement,tarie
complètement tarie,Sur
tarie Sur,Facebook
il imagine,avec
imagine avec,Erroc
avec Erroc,et le
Erroc et le,dessinateur
et le dessinateur,Pica
dessinateur Pica,les
Pica les,différents
les différents,Profs
différents Profs,»
Profs,en proie
en proie,au coronavirus
Pour,les
les,Footmaniacs
les Footmaniacs,»,
Footmaniacs,surtout
surtout,il
surtout il,publie
il publie,des minividéos
publie des minividéos,imaginant
les conséquences,de la pandémie
conséquences de la pandémie,pour les
de la pandémie pour les,joueurs
